Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
1,11,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9, 10]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,11,,FullObsDQN_FullObsDQN,DECLARE_PIZZA,,,,,,,,,,
1,12,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('C11;Q2;J0'), np.str_('pass')]",,,,
1,12,,RANDOM_Rand0,DISCARD,C9;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C9;Q1;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,12,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9, 10]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,12,,RANDOM_Rand2,DISCARD,C5;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 10, 11]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('pass')]",,,,
1,12,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,12,,RANDOM_Rand2,DECLARE_PIZZA,,,,,,,,,,
1,13,,RANDOM_Rand2,DISCARD,C10;Q2;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C7;Q1;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,13,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C7;Q2;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('pass')]",,,,
1,13,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,13,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9, 10]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C9;Q2;J0'), np.str_('pass')]",,,,
1,13,,RANDOM_Rand2,DECLARE_PIZZA,,,,,,,,,,
1,14,,RANDOM_Rand2,DISCARD,C11;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C7;Q1;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,14,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('pass')]",,,,
1,14,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,14,,RANDOM_Rand1,DISCARD,C10;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C10;Q1;J0'), np.str_('pass')]",,,,
1,14,,RANDOM_Rand2,DISCARD,C7;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C7;Q1;J0'), np.str_('pass')]",,,,
1,14,,RANDOM_Rand2,DECLARE_PIZZA,,,,,,,,,,
1,15,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('C11;Q2;J0'), np.str_('pass')]",,,,
1,15,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,15,,RANDOM_Rand1,DISCARD,C9;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('pass')]",,,,
1,15,,RANDOM_Rand1,DECLARE_PIZZA,,,,,,,,,,
1,16,,RANDOM_Rand1,DISCARD,C9;Q1;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('C9;Q1;J0'), np.str_('pass')]",,,,
1,16,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('pass')]",,,,
1,16,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,16,,RANDOM_Rand1,DECLARE_PIZZA,,,,,,,,,,
1,17,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,17,,FullObsDQN_FullObsDQN,DISCARD,C11;Q1;J0,0.0,"[0, 0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('C11;Q2;J0'), np.str_('pass')]",,,,
1,17,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
1,17,,FullObsDQN_FullObsDQN,DECLARE_PIZZA,,,,,,,,,,
1,18,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,18,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,18,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,18,,FullObsDQN_FullObsDQN,DECLARE_PIZZA,,,,,,,,,,
1,19,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,19,,RANDOM_Rand0,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,19,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,19,,RANDOM_Rand0,DECLARE_PIZZA,,,,,,,,,,
1,20,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,20,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[0, 0, 0, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
1,20,,RANDOM_Rand0,DECLARE_PIZZA,,,,,,,,,,
1,21,,RANDOM_Rand1,DISCARD,C4;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
1,21,,SYSTEM,END_MATCH,,,,,,,"{'FullObsDQN_FullObsDQN': 'Dishwasher', 'RANDOM_Rand0': 'Souschef', 'RANDOM_Rand1': 'Waiter', 'RANDOM_Rand2': 'Chef'}","{'FullObsDQN_FullObsDQN': 0, 'RANDOM_Rand0': 2, 'RANDOM_Rand1': 1, 'RANDOM_Rand2': 3}","{'FullObsDQN_FullObsDQN': 0, 'RANDOM_Rand0': 2, 'RANDOM_Rand1': 1, 'RANDOM_Rand2': 3}",
2,0,,SYSTEM,NEW_MATCH,,,,,,,"{'FullObsDQN_FullObsDQN': 'Dishwasher', 'RANDOM_Rand0': 'Souschef', 'RANDOM_Rand1': 'Waiter', 'RANDOM_Rand2': 'Chef'}",,"{'FullObsDQN_FullObsDQN': 0, 'RANDOM_Rand0': 2, 'RANDOM_Rand1': 1, 'RANDOM_Rand2': 3}",
2,0,,SYSTEM,DEAL_CARDS,,,"[[11, 11, 6, 0, 0, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11], [0, 0, 3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 10, 11, 1], [0, 3, 5, 5, 6, 7, 7, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0], [0, 0, 5, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 3, 0, 11]]",,,,,,,
2,0,,SYSTEM,CARD_EXCHANGE,"[False, -1, [3, 4], 1, 12, [11, 11]]",,"[[11, 11, 6, 0, 0, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11], [0, 0, 3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 10, 11, 1], [0, 3, 5, 5, 6, 7, 7, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0], [0, 0, 5, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 3, 0, 11]]",,,,,,,
2,1,,RANDOM_Rand1,DISCARD,C11;Q5;J2,0.0,"[0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 6, 7, 7, 10, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]","[np.str_('C11;Q1;J0'), np.str_('C11;Q1;J1'), np.str_('C11;Q1;J2'), np.str_('C11;Q2;J0'), np.str_('C11;Q2;J1'), np.str_('C11;Q2;J2'), np.str_('C11;Q3;J0'), np.str_('C11;Q3;J1'), np.str_('C11;Q3;J2'), np.str_('C11;Q4;J0'), np.str_('C11;Q4;J1'), np.str_('C11;Q4;J2'), np.str_('C11;Q5;J0'), np.str_('C11;Q5;J1'), np.str_('C11;Q5;J2'), np.str_('pass')]",,,,
2,1,,RANDOM_Rand2,DISCARD,pass,0.0,"[4, 4, 5, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 3, 4, 11]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,1,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[11, 11, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,1,,RANDOM_Rand0,DISCARD,pass,0.0,"[2, 2, 3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 10, 11, 1]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]","[12, 11, 11, 11, 11, 11, 12, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,1,,RANDOM_Rand1,DECLARE_PIZZA,,,,,,,,,,
2,2,,RANDOM_Rand1,DISCARD,C7;Q2;J0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 6, 10, 10, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C3;Q1;J0'), np.str_('C5;Q1;J0'), np.str_('C5;Q2;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C10;Q3;J0'), np.str_('C10;Q4;J0'), np.str_('pass')]",,,,
2,2,,RANDOM_Rand2,DISCARD,pass,0.0,"[4, 4, 5, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 3, 4, 11]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C4;Q2;J0'), np.str_('C4;Q3;J0'), np.str_('pass')]",,,,
2,2,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[11, 11, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,2,,RANDOM_Rand0,DISCARD,C2;Q2;J0,0.0,"[0, 0, 1, 3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 10, 11]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C2;Q2;J0'), np.str_('C5;Q2;J0'), np.str_('C6;Q2;J0'), np.str_('C6;Q3;J0'), np.str_('pass')]",,,,
2,2,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 6, 10, 10, 10, 10]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,2,,RANDOM_Rand0,DECLARE_PIZZA,,,,,,,,,,
2,3,,RANDOM_Rand0,DISCARD,C6;Q1;J0,0.0,"[0, 0, 0, 1, 3, 4, 5, 5, 6, 6, 7, 7, 8, 8, 8, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C1;Q1;J0'), np.str_('C3;Q1;J0'), np.str_('C4;Q1;J0'), np.str_('C5;Q1;J0'), np.str_('C5;Q2;J0'), np.str_('C6;Q1;J0'), np.str_('C6;Q2;J0'), np.str_('C6;Q3;J0'), np.str_('C7;Q1;J0'), np.str_('C7;Q2;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C8;Q3;J0'), np.str_('C10;Q1;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
2,3,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 6, 10, 10, 10, 10]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C3;Q1;J0'), np.str_('C5;Q1;J0'), np.str_('C5;Q2;J0'), np.str_('pass')]",,,,
2,3,,RANDOM_Rand2,DISCARD,C4;Q3;J0,0.0,"[0, 0, 0, 3, 5, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C3;Q1;J0'), np.str_('C4;Q1;J0'), np.str_('C4;Q2;J0'), np.str_('C4;Q3;J0'), np.str_('C5;Q1;J0'), np.str_('pass')]",,,,
2,3,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[11, 11, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11]","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,3,,RANDOM_Rand0,DISCARD,pass,0.0,"[0, 0, 0, 1, 3, 4, 5, 5, 6, 6, 7, 7, 8, 8, 8, 10, 11]","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,3,,RANDOM_Rand2,DECLARE_PIZZA,,,,,,,,,,
2,4,,RANDOM_Rand2,DISCARD,C5;Q1;J0,0.0,"[0, 0, 0, 0, 3, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C3;Q1;J0'), np.str_('C5;Q1;J0'), np.str_('C6;Q1;J0'), np.str_('C7;Q1;J0'), np.str_('C8;Q1;J0'), np.str_('C8;Q2;J0'), np.str_('C8;Q3;J0'), np.str_('C9;Q1;J0'), np.str_('C9;Q2;J0'), np.str_('C9;Q3;J0'), np.str_('C9;Q4;J0'), np.str_('C10;Q1;J0'), np.str_('C10;Q2;J0'), np.str_('C11;Q1;J0'), np.str_('pass')]",,,,
2,4,,FullObsDQN_FullObsDQN,DISCARD,pass,0.0,"[11, 11, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,4,,RANDOM_Rand0,DISCARD,C1;Q1;J0,0.0,"[0, 0, 0, 0, 3, 4, 5, 5, 6, 6, 7, 7, 8, 8, 8, 10, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[np.str_('C1;Q1;J0'), np.str_('C3;Q1;J0'), np.str_('C4;Q1;J0'), np.str_('pass')]",,,,
2,4,,RANDOM_Rand1,DISCARD,pass,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 5, 6, 10, 10, 10, 10]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,4,,RANDOM_Rand2,DISCARD,pass,0.0,"[0, 0, 0, 0, 3, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[np.str_('pass')],,,,
2,4,,RANDOM_Rand0,DECLARE_PIZZA,,,,,,,,,,
